"airport","description","frequency","type"
"KPOC","CTAF","118.2","CTAF"
"KPOC","GND","125","GND"
"KPOC","SOCAL APP/DEP","125.5","A/D"
"KPOC","TWR","118.2","TWR"
"KPOC","UNICOM","122.95","UNIC"
"KPOE","APP/DEP","123.7","A/D"
"KPOE","ATIS","134.85","ATIS"
"KPOE","FLT FOLLOWING","123.7","FCC"
"KPOE","GND","121.8","GND"
"KPOE","MEDEVAC OPS","42.5","MISC"
"KPOE","PMSV METRO","135","PMSV"
"KPOE","POE OPS","36.05","OPS"
"KPOE","RANGE CON","40.95","INFO"
"KPOE","TWR","41.5","TWR"
"KPOF","ASOS","124.225","ASOS"
"KPOF","CTAF/UNICOM","123","UNIC"
"KPOF","MEMPHIS CNTR","120.075","CNTR"
"KPOH","CTAF/UNICOM","122.8","UNIC"
"KPOH","MINNEAPOLIS CNTR","134","CNTR"
"KPOU","ASOS","126.75","ASOS"
"KPOU","ATIS","126.75","ATIS"
"KPOU","CLNC DEL","121.8","CLD"
"KPOU","CTAF","124","CTAF"
"KPOU","GND","121.8","GND"
"KPOU","NEW YORK CNTR","132.75","CNTR"
"KPOU","NEW YORK RDO","122.2","RDO"
"KPOU","TWR","124","TWR"
"KPOU","UNICOM","122.95","UNIC"
"KPOY","AWOS 3","119.275","AWOS"
"KPOY","CASPER RDO","122.3","RDO"
"KPOY","CTAF/UNICOM","122.7","UNIC"
"KPPA","ALBUQUERQUE CNTR","127.85","CNTR"
"KPPA","AWOS 3","118.725","AWOS"
"KPPA","CTAF/UNICOM","122.7","UNIC"
"KPPF","ASOS","118.175","ASOS"
"KPPF","CTAF/UNICOM","123","UNIC"
"KPPF","KANSAS CITY CNTR","132.9","CNTR"
"KPPF","WICHITA RDO","122.35","RDO"
"KPQI","AWOS 3","118.025","AWOS"
"KPQI","BOSTON CLNC DEL","121.6","CLD"
"KPQI","BOSTON CNTR","124.75","CNTR"
"KPQI","CTAF/UNICOM","122.8","UNIC"
"KPRB","ASOS","132.175","ASOS"
"KPRB","CTAF/UNICOM","123","UNIC"
"KPRB","HAWTHORNE RDO","122.4","RDO"
"KPRB","OAKLAND CNTR","128.7","CNTR"
"KPRC","ALBUQUERQUE CNTR","128.45","CNTR"
"KPRC","ATIS","127.2","ATIS"
"KPRC","CTAF","125.3","CTAF"
"KPRC","GND","121.7","GND"
"KPRC","PRESCOTT RDO","122.2","RDO"
"KPRC","PRESCOTT TWR","125.3","TWR"
"KPRC","UNICOM","122.95","UNIC"
"KPRO","CTAF/UNICOM","122.8","UNIC"
"KPRO","DES MOINES APP/DEP","135.2","A/D"
"KPRS","CTAF","122.9","CTAF"
"KPRX","AWOS 3","119.675","AWOS"
"KPRX","CTAF/UNICOM","122.975","UNIC"
"KPRX","FORT WORTH CNTR","123.925","CNTR"
"KPRX","FORT WORTH RDO","122.25","RDO"
"KPSB","ALTOONA RDO","122.5","RDO"
"KPSB","AWOS 3","127.525","AWOS"
"KPSB","CTAF","122.9","CTAF"
"KPSB","NEW YORK CNTR","134.8","CNTR"
"KPSC","ATIS","125.65","ATIS"
"KPSC","CHINOOK APP/DEP","128.75","A/D"
"KPSC","CLNC DEL","120","CLD"
"KPSC","CTAF","135.3","CTAF"
"KPSC","GND","121.8","GND"
"KPSC","SEATTLE RDO","122.4","RDO"
"KPSC","TWR","135.3","TWR"
"KPSC","UNICOM","122.95","UNIC"
"KPSF","ALBANY APP/DEP","125","A/D"
"KPSF","ALBANY CLNC DEL","128.6","CLD"
"KPSF","ASOS","135.375","ASOS"
"KPSF","BURLINGTON RDO","122.05","RDO"
"KPSF","CTAF/UNICOM","122.7","UNIC"
"KPSK","AWOS 3","127.375","AWOS"
"KPSK","CLNC DEL","121.7","CLD"
"KPSK","CTAF/UNICOM","122.7","UNIC"
"KPSK","LEESBURG RDO","122.3","RDO"
"KPSK","ROANOKE APP/DEP","126","A/D"
"KPSM","ARW ANG OPS","134.1","MISC"
"KPSM","ATIS","132.05","ATIS"
"KPSM","BOSTON APP","125.05","APP"
"KPSM","CLNC DEL","33.58","CLD"
"KPSM","DEP","125.05","DEP"
"KPSM","GCA","127.05","GCA"
"KPSM","GND","120.95","GND"
"KPSM","TWR","128.4","TWR"
"KPSM","UNICOM","122.95","UNIC"
"KPSN","AWOS 3","118.025","AWOS"
"KPSN","CTAF/UNICOM","122.7","UNIC"
"KPSN","FORT WORTH CNTR","135.25","A/D"
"KPSP","APP/DEP","126.7","A/D"
"KPSP","ATIS","118.25","ATIS"
"KPSP","CLNC DEL","128.35","CLD"
"KPSP","CTAF","119.7","CTAF"
"KPSP","GND","121.9","GND"
"KPSP","RIVERSIDE RDO","115.5","RDO"
"KPSP","TWR","119.7","TWR"
"KPSP","UNICOM","122.95","UNIC"
"KPSX","ASOS","118.025","ASOS"
"KPSX","CTAF/UNICOM","122.8","UNIC"
"KPSX","HOUSTON CNTR","128.6","CNTR"
"KPSX","MONTGOMERY CO RDO","122.25","RDO"
"KPTB","AWOS 3","133.325","AWOS"
"KPTB","CTAF/UNICOM","122.7","UNIC"
"KPTB","POTOMAC APP","134.7","APP"
"KPTB","POTOMAC DEP","134.7","DEP"
"KPTK","ATIS","125.45","ATIS"
"KPTK","CLNC DEL","118.25","CLD"
"KPTK","CTAF","120.5","CTAF"
"KPTK","DETROIT APP/DEP","127.5","A/D"
"KPTK","GND","121.9","GND"
"KPTK","LANSING RDO","111","RDO"
"KPTK","PONTIAC TWR","120.5","TWR"
"KPTK","UNICOM","122.95","UNIC"
"KPTN","AWOS 3","134.575","AWOS"
"KPTN","CTAF/UNICOM","122.8","UNIC"
"KPTN","DE RIDDER RDO","122.5","RDO"
"KPTN","NEW ORLEANS APP/DEP","124.3","A/D"
"KPTS","AWOS 3","118.775","AWOS"
"KPTS","CTAF/UNICOM","123","UNIC"
"KPTS","KANSAS CITY CNTR","128.6","CNTR"
"KPTS","WICHITA RDO","122.15","RDO"
"KPTT","AWOS 3","118.725","AWOS"
"KPTT","CTAF/UNICOM","122.8","UNIC"
"KPTV","AWOS 3","134.625","AWOS"
"KPTV","BAKERSFIELD APP/DEP","120.5","A/D"
"KPTV","CTAF/UNICOM","122.8","UNIC"
"KPTV","RANCHO RDO","109.2","RDO"
"KPTW","ASOS","119.425","ASOS"
"KPTW","CLNC DEL","118.55","CLD"
"KPTW","CTAF/UNICOM","122.7","UNIC"
"KPTW","PHILADELPHIA APP/DEP","126.85","A/D"
"KPUB","APP/DEP","120.1","A/D"
"KPUB","ATIS","125.25","ATIS"
"KPUB","CTAF","119.1","CTAF"
"KPUB","DENVER RDO","122.2","RDO"
"KPUB","GND","121.9","GND"
"KPUB","TWR","119.1","TWR"
"KPUB","UNICOM","122.95","UNIC"
"KPUC","ASOS","135.425","ASOS"
"KPUC","CEDAR CITY RDO","122.2","RDO"
"KPUC","CTAF/UNICOM","122.8","UNIC"
"KPUC","SALT LAKE CITY CNTR","133.9","CNTR"
"KPUW","ASOS","135.675","ASOS"
"KPUW","CTAF/UNICOM","122.8","UNIC"
"KPUW","SEATTLE CNTR","123.95","CNTR"
"KPUW","SEATTLE RDO","122.6","RDO"
"KPVC","AWOS 3","119.025","AWOS"
"KPVC","CAPE APP/DEP","118.2","A/D"
"KPVC","CTAF/UNICOM","122.8","UNIC"
"KPVC","OTIS CLNC DEL","120.65","CLD"
"KPVD","ATIS","124.2","ATIS"
"KPVD","BRIDGEPORT RDO","122.6","RDO"
"KPVD","CLNC DEL","126.65","CLD"
"KPVD","CTAF","120.7","CTAF"
"KPVD","PROVIDENCE APP/DEP","135.4","A/D"
"KPVD","PROVIDENCE GND","121.9","GND"
"KPVD","PROVIDENCE TWR","120.7","TWR"
"KPVF","CTAF/UNICOM","122.8","UNIC"
"KPVF","NORCAL APP/DEP","127.4","A/D"
"KPVF","RANCHO RDO","115.5","RDO"
"KPVU","ATIS","135.175","ATIS"
"KPVU","AWOS 3","135.175","AWOS"
"KPVU","CTAF/UNICOM","125.3","UNIC"
"KPVU","GND","119.4","GND"
"KPVU","SALT LAKE CITY APP","124.3","APP"
"KPVU","SALT LAKE CITY DEP","118.85","DEP"
"KPVU","TWR","125.3","TWR"
"KPVW","AWOS 3","119.675","AWOS"
"KPVW","CTAF/UNICOM","123","UNIC"
"KPVW","FORT WORTH RDO","122.55","RDO"
"KPVW","LUBBOCK APP/DEP","119.2","A/D"
"KPVW","LUBBOCK CLNC DEL","121.7","CLD"
"KPWA","ATIS","128.725","ATIS"
"KPWA","CTAF","126.9","CTAF"
"KPWA","GND","121.7","GND"
"KPWA","MC ALESTER RDO","122.4","RDO"
"KPWA","OKE CITY APP/DEP","120.45","A/D"
"KPWA","TWR","126.9","TWR"
"KPWA","UNICOM","122.95","UNIC"
"KPWD","CTAF/UNICOM","122.8","UNIC"
"KPWK","ATIS","124.2","ATIS"
"KPWK","CHICAGO APP/DEP","120.55","A/D"
"KPWK","CLNC DEL","124.7","CLD"
"KPWK","CTAF","119.9","CTAF"
"KPWK","GND","121.7","GND"
"KPWK","TWR","119.9","TWR"
"KPWK","UNICOM","122.95","UNIC"
"KPWM","APP/DEP","119.75","A/D"
"KPWM","ATIS","119.05","ATIS"
"KPWM","CLNC DEL","121.9","CLD"
"KPWM","CTAF","120.9","CTAF"
"KPWM","GND","121.9","GND"
"KPWM","TWR","120.9","TWR"
"KPWM","UNICOM","122.95","UNIC"
"KPWT","AWOS 3","121.2","AWOS"
"KPWT","CTAF/UNICOM","123.05","UNIC"
"KPWT","SEATTLE APP/DEP","127.1","A/D"
"KPYM","ASOS","135.625","ASOS"
"KPYM","CAPE APP/DEP","118.2","A/D"
"KPYM","CLNC DEL","127.75","CLD"
"KPYM","CTAF/UNICOM","123","UNIC"
"KRAC","ASOS","117.7","AWOS"
"KRAC","CLNC DEL","120.15","CLD"
"KRAC","CTAF/UNICOM","123.075","UNIC"
"KRAC","MILWAUKEE APP/DEP","120.15","A/D"
"KRAL","ATIS","128.8","ATIS"
"KRAL","CTAF","121","CTAF"
"KRAL","GND","121.7","GND"
"KRAL","RDO","122.05","RDO"
"KRAL","RDO","25.54","RDO"
"KRAL","SOCAL APP/DEP","135.4","A/D"
"KRAL","TWR","121","TWR"
"KRAL","UNICOM","122.95","UNIC"
"KRAP","ARNG OPS","41.5","OPS"
"KRAP","ASOS","118.525","ASOS"
"KRAP","CTAF","125.85","CTAF"
"KRAP","ELLSWORTH APP","119.5","APP"
"KRAP","ELLSWORTH DEP","119.5","DEP"
"KRAP","GND","121.9","GND"
"KRAP","HURON RDO","122.65","RDO"
"KRAP","TWR","125.85","TWR"
"KRAP","UNICOM","122.95","UNIC"
"KRBD","ATIS","126.35","ATIS"
"KRBD","CLNC DEL","118.625","CLD"
"KRBD","CTAF","120.3","CTAF"
"KRBD","EXECUTIVE TWR","120.3","TWR"
"KRBD","GND","121.7","GND"
"KRBD","RGNL APP/DEP","125.2","A/D"
"KRBD","UNICOM","122.95","UNIC"
"KRBG","ASOS","135.475","ASOS"
"KRBG","CTAF/UNICOM","122.8","UNIC"
"KRBG","MC MINNVILLE RDO","122.55","RDO"
"KRBG","SEATTLE CNTR","121.4","CNTR"
"KRBL","ASOS","120.775","ASOS"
"KRBL","CTAF/UNICOM","123","UNIC"
"KRBL","OAKLAND CNTR","132.2","CNTR"
"KRBL","RANCHO RDO","122.4","RDO"
"KRBM","CTAF","126.2","CTAF"
"KRBM","LITTLE ROCK APP/DEP","119.5","A/D"
"KRBM","OPS","41.5","OPS"
"KRBW","AWOS 3","118.725","AWOS"
"KRBW","CHARLESTON APP/DEP","120.7","A/D"
"KRBW","CTAF/UNICOM","122.8","UNIC"
"KRCA","APP/DEP","119.5","A/D"
"KRCA","ATIS","120.625","ATIS"
"KRCA","COMD POST","32.1","POST"
"KRCA","GND","121.8","GND"
"KRCA","PMSV METRO","37.577","PMSV"
"KRCA","PTD","37.22","PTD"
"KRCA","TWR","126.05","TWR"
"KRCK","CTAF","122.9","CTAF"
"KRCR","AWOS 3","118.775","AWOS"
"KRCR","CTAF/UNICOM","122.7","UNIC"
"KRCR","SOUTH BEND APP/DEP","132.05","A/D"
"KRCT","CTAF/UNICOM","122.9","UNIC"
"KRDD","ATIS","124.1","ATIS"
"KRDD","CTAF","119.8","CTAF"
"KRDD","GND","121.7","GND"
"KRDD","OAKLAND CNTR","132.2","CNTR"
"KRDD","RANCHO RDO","108.4","RDO"
"KRDD","TWR","119.8","TWR"
"KRDD","UNICOM","122.95","UNIC"
"KRDG","APP/DEP","125.15","A/D"
"KRDG","ATIS","127.1","ATIS"
"KRDG","CTAF","119.9","CTAF"
"KRDG","GND","121.9","GND"
"KRDG","TWR","119.9","TWR"
"KRDG","UNICOM","122.95","UNIC"
"KRDM","ASOS","119.025","ASOS"
"KRDM","CTAF","124.5","CTAF"
"KRDM","GND","121.8","GND"
"KRDM","MC MINNVILLE RDO","122.5","RDO"
"KRDM","REDMOND TWR","124.5","TWR"
"KRDM","SEATTLE CNTR","128.15","CNTR"
"KRDM","UNICOM","122.95","UNIC"
"KRDR","APP/DEP","118.1","A/D"
"KRDR","ATIS","27.345","ATIS"
"KRDR","CLNC DEL","119.15","CLD"
"KRDR","COMD POST","31.1","POST"
"KRDR","GND","119.15","GND"
"KRDR","PMSV METRO","34.35","PMSV"
"KRDR","PTD","37.22","PTD"
"KRDR","RDO","122.2","RDO"
"KRDR","RED RIVER TWR","124.9","TWR"
"KRDU","APP","124.8","APP"
"KRDU","ARNG OPS","49.15","OPS"
"KRDU","ATIS","123.8","ATIS"
"KRDU","CLNC DEL","120.1","CLD"
"KRDU","DEP","125.3","DEP"
"KRDU","GND","121.7","GND"
"KRDU","RDO","122.2","RDO"
"KRDU","TWR","119.3","TWR"
"KRDU","UNICOM","122.95","UNIC"
"KREO","CTAF","122.9","CTAF"
"KRFD","ATIS","126.7","ATIS"
"KRFD","CLNC DEL","119.25","CLD"
"KRFD","GND","121.9","GND"
"KRFD","KANKAKEE RDO","122.65","RDO"
"KRFD","ROCKFORD APP/DEP","121","A/D"
"KRFD","ROCKFORD TWR","118.3","TWR"
"KRFD","UNICOM","122.95","UNIC"
"KRFG","CTAF/UNICOM","122.8","UNIC"
"KRHI","ASOS","126.825","ASOS"
"KRHI","CTAF/UNICOM","123","UNIC"
"KRHI","GREEN BAY RDO","109.2","RDO"
"KRHI","MINNEAPOLIS CNTR","133.65","CNTR"
"KRHV","ATIS","125.2","ATIS"
"KRHV","CTAF","119.8","CTAF"
"KRHV","GND","121.65","GND"
"KRHV","NORCAL APP","120.1","APP"
"KRHV","NORCAL DEP","121.3","DEP"
"KRHV","TWR","119.8","TWR"
"KRHV","UNICOM","122.95","UNIC"
"KRIC","ANG OPS","142.175","OPS"
"KRIC","ARNG OPS","40.2","OPS"
"KRIC","ATIS","119.15","ATIS"
"KRIC","CLNC DEL","127.55","CLD"
"KRIC","GND","121.9","GND"
"KRIC","LEESBURG RDO","122.2","RDO"
"KRIC","POTOMAC APP/DEP","118.2","A/D"
"KRIC","TWR","121.1","TWR"
"KRIC","UNICOM","122.95","UNIC"
"KRID","AWOS 3","121.225","AWOS"
"KRID","CTAF/UNICOM","122.7","UNIC"
"KRID","DAYTON APP/DEP","134.45","A/D"
"KRID","DAYTON CLNC DEL","133.55","CLD"
"KRID","TERRE HAUTE RDO","110.6","RDO"
"KRIF","AWOS 3","133.375","AWOS"
"KRIF","CEDAR CITY RDO","122.5","RCO"
"KRIF","CTAF/UNICOM","122.8","UNIC"
"KRIF","SALT LAKE CNTR","133.6","CNTR"
"KRIL","ASOS","135.275","ASOS"
"KRIL","CTAF/UNICOM","122.8","UNIC"
"KRIL","DENVER CNTR","134.5","CNTR"
"KRIR","CTAF/UNICOM","122.8","UNIC"
"KRIU","CTAF/UNICOM","122.8","UNIC"
"KRIU","RANCHO RDO","122.2","FSS"
"KRIV","ANG OPS","29.37","OPS"
"KRIV","APP/DEP","119.25","A/D"
"KRIV","ATIS","134.75","ATIS"
"KRIV","COMD POST","31.1","POST"
"KRIV","GND/CLNC DEL","121.75","GCCD"
"KRIV","PMSV METRO","23.98","PMSV"
"KRIV","PTD","37.22","PTD"
"KRIV","RIVERSIDE RDO","113.4","RDO"
"KRIV","TWR","127.65","TWR"
"KRIW","ASOS","121.425","ASOS"
"KRIW","CASPER RDO","122.2","RDO"
"KRIW","CTAF/UNICOM","122.8","UNIC"
"KRKD","AWOS 3","119.025","AWOS"
"KRKD","BRUNSWICK APP/DEP","123.8","A/D"
"KRKD","CTAF/UNICOM","123.05","UNIC"
"KRKP","ASOS","119.275","ASOS"
"KRKP","CLNC DEL","121.7","CLD"
"KRKP","CORPUS APP/DEP","120.9","A/D"
"KRKP","CTAF/UNICOM","123.05","UNIC"
"KRKR","AWOS 3","120.625","AWOS"
"KRKR","CTAF/UNICOM","122.8","UNIC"
"KRKR","MC ALESTER RDO","122.6","RDO"
"KRKR","RAZORBACK APP/DEP","120.9","A/D"
"KRKS","ASOS","118.375","ASOS"
"KRKS","CASPER RDO","122.6","RDO"
"KRKS","CTAF/UNICOM","122.8","UNIC"
"KRKW","ATLANTA CNTR","133.6","CNTR"
"KRKW","AWOS 3","118.775","AWOS"
"KRKW","UNICOM","122.8","UNIC"
"KRLD","AWOS 3","132.625","AWOS"
"KRLD","CHINOOK APP/DEP","128.75","A/D"
"KRLD","CLNC DEL","122.4","CLD"
"KRLD","CTAF/UNICOM","122.7","UNIC"
"KRME","APP/DEP","120.925","A/D"
"KRME","CTAF","125.6","CTAF"
"KRME","UNICOM","122.7","UNIC"
"KRMG","ASOS","119.925","ASOS"
"KRMG","ATLANTA CNTR","133.8","CNTR"
"KRMG","CTAF/UNICOM","123","UNIC"
"KRNC","AWOS 3","135.525","AWOS"
"KRNC","CTAF/UNICOM","122.8","UNIC"
"KRNC","MEMPHIS CNTR","126.75","CNTR"
"KRND","ATIS","27.18","ATIS"
"KRND","CLNC DEL","33.835","CLD"
"KRND","GND","119.75","GND"
"KRND","HANGOVER GND","124.75","MISC"
"KRND","HANGOVER TWR","120.5","INFO"
"KRND","PMSV METRO","23.98","PMSV"
"KRND","PTD","37.22","PTD"
"KRND","SAN ANTONIO APP","124.45","APP"
"KRND","SAN ANTONIO APP","39.21","APP"
"KRND","SAN ANTONIO DEP","127.1","DEP"
"KRND","TWR","128.25","TWR"
"KRNH","AWOS 3","120","ASOS"
"KRNH","CTAF/UNICOM","122.975","UNIC"
"KRNH","MINNEAPOLIS APP/DEP","121.2","A/D"
"KRNO","ANG COMD POST","434.1","POST"
"KRNO","ANG OPS","38.885","OPS"
"KRNO","APP/DEP","119.2","A/D"
"KRNO","ATIS","135.8","ATIS"
"KRNO","CLNC DEL","124.9","CLD"
"KRNO","GND","121.9","GND"
"KRNO","RDO","122.2","RDO"
"KRNO","TWR","118.7","TWR"
"KRNO","UNICOM","122.95","UNIC"
"KRNT","ATIS","126.95","ATIS"
"KRNT","CTAF","124.7","CTAF"
"KRNT","GND","121.6","GND"
"KRNT","SEATTLE APP/DEP","119.2","A/D"
"KRNT","TWR","124.7","TWR"
"KRNT","UNICOM","122.85","UNIC"
"KROA","APP/DEP","118.15","A/D"
"KROA","ATIS","134.95","ATIS"
"KROA","CLNC DEL","119.7","CLD"
"KROA","GND","121.9","GND"
"KROA","LEESBURG RDO","122.2","RDO"
"KROA","TWR","118.3","TWR"
"KROA","UNICOM","122.95","UNIC"
"KROC","APP/DEP","119.55","A/D"
"KROC","ARNG OPS","41","OPS"
"KROC","ATIS","124.825","ATIS"
"KROC","BUFFALO RDO","122.6","RDO"
"KROC","CLNC DEL","118.3","CLD"
"KROC","GND","121.7","GND"
"KROC","TWR","118.3","TWR"
"KROC","UNICOM","122.95","UNIC"
"KROG","AWOS 3","134.375","AWOS"
"KROG","CLNC DEL","121.75","CLD"
"KROG","CTAF/UNICOM","119.375","UNIC"
"KROG","RAZORBACK APP/DEP","128.15","A/D"
"KROG","RAZORBACK TWR","118","TWR"
"KROW","ALBUQUERQUE RDO","122.45","RDO"
"KROW","APP/DEP","119.6","A/D"
"KROW","ATIS","128.45","ATIS"
"KROW","CLNC DEL","132.875","CLD"
"KROW","CTAF","118.5","CTAF"
"KROW","GND","121.9","GND"
"KROW","TWR","118.5","TWR"
"KROW","UNICOM","122.95","UNIC"
"KROX","AWOS 3","108.8","AWOS"
"KROX","CTAF/UNICOM","122.8","UNIC"
"KROX","MINNEAPOLIS CNTR","134.75","CNTR"
"KROX","PRINCETON RDO","122.25","RDO"
"KRPX","CTAF/UNICOM","122.8","UNIC"
"KRRL","AWOS 3","119.925","AWOS"
"KRRL","CTAF/UNICOM","122.8","UNIC"
"KRRL","MINNEAPOLIS CNTR","124.4","CNTR"
"KRRT","AWOS 3","119.925","AWOS"
"KRRT","CTAF/UNICOM","123.05","UNIC"
"KRRT","MINNEAPOLIS CNTR","134.75","CNTR"
"KRRT","PRINCETON RDO","122.55","RDO"
"KRSL","ASOS","128.325","ASOS"
"KRSL","CTAF/UNICOM","122.7","UNIC"
"KRSL","KANSAS CITY CNTR","124.4","CNTR"
"KRSL","WICHITA RDO","122.6","RDO"
"KRSN","AWOS 3","119.525","AWOS"
"KRSN","CLNC DEL","118.8","CLD"
"KRSN","MONROE APP/DEP","126.9","A/D"
"KRSN","UNICOM","122.7","UNIC"
"KRST","APP/DEP","119.2","A/D"
"KRST","ATIS","120.5","ATIS"
"KRST","CTAF","118.3","CTAF"
"KRST","GND","121.9","GND"
"KRST","PRINCETON RDO","122.45","RDO"
"KRST","TWR","118.3","TWR"
"KRST","UNICOM","122.95","UNIC"
"KRSW","ATIS","124.65","ATIS"
"KRSW","CLNC DEL","132.075","CLD"
"KRSW","CTAF/UNICOM","122.95","UNIC"
"KRSW","FORT MYERS APP/DEP","119.75","A/D"
"KRSW","FORT MYERS TWR","128.75","TWR"
"KRSW","GND","121.9","GND"
"KRTN","ALBUQUERQUE CNTR","132.8","CNTR"
"KRTN","ASOS","118.375","ASOS"
"KRTN","CTAF/UNICOM","122.8","UNIC"
"KRUT","AWOS 3","118.375","AWOS"
"KRUT","BOSTON CNTR","135.7","CNTR"
"KRUT","BURLINGTON RDO","122.3","RDO"
"KRUT","CTAF/UNICOM","122.8","UNIC"
"KRVS","ATIS","126.5","ATIS"
"KRVS","CLNC DEL","124.5","CLD"
"KRVS","CTAF","120.3","CTAF"
"KRVS","GND","121.7","GND"
"KRVS","RIVERSIDE TWR","119.2","TWR"
"KRVS","TULSA APP/DEP","119.85","A/D"
"KRVS","UNICOM","122.95","UNIC"
"KRWF","ASOS","126.575","ASOS"
"KRWF","CTAF/UNICOM","123","UNIC"
"KRWF","MINNEAPOLIS CNTR","127.1","CNTR"
"KRWF","PRINCETON RDO","122.4","RDO"
"KRWI","ASOS","118.875","ASOS"
"KRWI","CLNC DEL","122.3","CLD"
"KRWI","CTAF/UNICOM","123.05","UNIC"
"KRWI","RALEIGH RDO","122.2","RDO"
"KRWI","WASHINGTON CNTR","135.3","CNTR"
"KRWL","ASOS","118.525","ASOS"
"KRWL","CASPER RDO","122.2","RDO"
"KRWL","CTAF/UNICOM","123","UNIC"
"KRWL","DENVER CNTR","132.1","CNTR"
"KRXE","ASOS","135.075","ASOS"
"KRXE","CTAF/UNICOM","122.8","UNIC"
"KRXE","SALT LAKE CITY CNTR","128.35","CNTR"
"KRYY","ATLANTA  APP/DEP","121","A/D"
"KRYY","AWOS 3","128.125","AWOS"
"KRYY","CTAF","125.9","CTAF"
"KRYY","GND","119","GND"
"KRYY","MC COLLUM TWR","125.9","TWR"
"KRYY","UNICOM","122.7","UNIC"
"KSAA","AWOS 3","118.175","AWOS"
"KSAA","CTAF/UNICOM","122.8","UNIC"
"KSAA","DENVER CNTR","132.1","CNTR"
"KSAC","ATIS","125.5","ATIS"
"KSAC","CTAF","119.5","CTAF"
"KSAC","EXEC TWR","119.5","TWR"
"KSAC","GND","125","GND"
"KSAC","NORCAL APP/DEP","125.25","A/D"
"KSAC","RANCHO RDO","122.05","RDO"
"KSAC","UNICOM","122.95","UNIC"
"KSAD","ALBUQUERQUE CNTR","134.45","CNTR"
"KSAD","ASOS","124.175","ASOS"
"KSAD","CTAF/UNICOM","122.8","UNIC"
"KSAD","PRESCOTT RDO","122.3","RDO"
"KSAF","ALBUQUERQUE CNTR","132.8","CNTR"
"KSAF","ALBUQUERQUE RDO","122.2","RDO"
"KSAF","ATIS","128.55","ATIS"
"KSAF","CTAF","119.5","CTAF"
"KSAF","GND","121.7","GND"
"KSAF","TWR","119.5","TWR"
"KSAF","UNICOM","122.95","UNIC"
"KSAN","ATIS","134.8","ATIS"
"KSAN","CG","157.15","MISC"
"KSAN","CG","898.4","MISC"
"KSAN","CLNC DEL","125.9","CLD"
"KSAN","GND","123.9","GND"
"KSAN","LINDBERGH TWR","118.3","TWR"
"KSAN","SOCAL APP/DEP","119.6","A/D"
"KSAN","UNICOM","122.95","UNIC"
"KSAR","AWOS 3","118.375","AWOS"
"KSAR","CTAF/UNICOM","122.8","UNIC"
"KSAR","ST LOUIS APP/DEP","125.2","A/D"
"KSAT","APP/DEP","118.05","A/D"
"KSAT","ATIS","118.9","ATIS"
"KSAT","CLNC DEL","126.7","CLD"
"KSAT","GND","121.9","GND"
"KSAT","SAN ANGELO RDO","122.2","RDO"
"KSAT","TWR","119.8","TWR"
"KSAT","UNICOM","122.95","UNIC"
"KSAV","165 AW COMD POST","22.575","POST"
"KSAV","ANDERSON RDO","112.7","MISC"
"KSAV","APP/DEP","118.4","A/D"
"KSAV","ATIS","123.75","ATIS"
"KSAV","CLNC DEL","119.55","CLD"
"KSAV","CRTC OPS","23.7","OPS"
"KSAV","CTAF","119.1","CTAF"
"KSAV","GND","121.9","GND"
"KSAV","MACON RDO","123.65","RDO"
"KSAV","TWR","119.1","TWR"
"KSAV","UNICOM","122.95","UNIC"
"KSAW","AWOS 3","118.375","AWOS"
"KSAW","CTAF","119.975","CTAF"
"KSAW","GND","121.65","GND"
"KSAW","GREEN BAY RDO","123.6","RDO"
"KSAW","MINNEAPOLIS CNTR","119.1","CNTR"
"KSAW","TWR","119.975","TWR"
"KSAW","UNICOM","122.7","UNIC"
"KSBA","APP/DEP","120.55","A/D"
"KSBA","APP/DEP","127.725","A/D"
"KSBA","ATIS","132.65","ATIS"
"KSBA","CLNC DEL","132.9","CLD"
"KSBA","CTAF","119.7","CTAF"
"KSBA","GND","121.7","GND"
"KSBA","TWR","119.7","TWR"
"KSBA","UNICOM","122.95","UNIC"
"KSBD","CTAF/UNICOM","122.975","UNIC"
"KSBD","SOCAL APP/DEP","119.65","A/D"
"KSBD","TANKER BASE","123.975","MISC"
"KSBM","ASOS","110","ASOS"
"KSBM","CHICAGO CNTR","127","CNTR"
"KSBM","CTAF/UNICOM","122.7","UNIC"
"KSBM","GREEN BAY RDO","110","RDO"
"KSBN","APP/DEP","118.55","A/D"
"KSBN","ATIS","118.15","ATIS"
"KSBN","CLNC DEL","121.9","CLD"
"KSBN","CTAF","118.9","CTAF"
"KSBN","GND","121.7","GND"
"KSBN","TERRE HAUTE RDO","122.6","RDO"
"KSBN","TWR","118.9","TWR"
"KSBN","UNICOM","122.95","UNIC"
"KSBP","ATIS","120.6","ATIS"
"KSBP","CTAF","124","CTAF"
"KSBP","GROUND","121.6","GND"
"KSBP","LOS ANGELES ARTCC - USE WHEN SANTA BARBARA APP/DEP CLOSED.","119.05","APP/DEP BACKUP"
"KSBP","LOS ANGELES ARTCC - USE WHEN SANTA BARBARA APP/DEP CLOSED.","269.5","APP/DEP BACKUP2"
"KSBP","SANTA BARBARA APP/DEP","127.725","APP/DEP"
"KSBP","TOWER - PRIMARY FREQUENCY","124","TWR"
"KSBP","TOWER - SECONDARY FREQUENCY","379.9","TWR2"
"KSBP","UNICOM","122.95","UNIC"
